# #initialSiteID,finalSiteID,s_x[ang.],s_y[ang.],s_z[ang.],freq[Hz]
19,6580,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
20,5852,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
20,6581,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
21,5853,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
21,6582,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
22,5854,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
22,6583,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
23,5855,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
23,6584,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
24,5856,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
24,6585,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
25,5857,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
25,6586,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
26,5858,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
26,6587,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
27,5859,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
27,6588,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
28,5860,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
28,6589,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
29,5861,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
29,6590,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
30,5862,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
30,6591,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
31,5863,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
31,6592,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
32,5864,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
32,6593,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
33,5865,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
33,6594,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
34,5866,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
34,6595,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
35,5867,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
35,6596,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
36,5868,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
36,6597,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
37,5869,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
37,6598,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
38,5870,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
38,6599,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
39,5871,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
39,6600,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
40,5872,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
40,6601,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
41,5873,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
41,6602,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
42,5874,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
42,6603,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
43,5875,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
43,6604,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
44,5876,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
44,6605,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
45,5877,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
45,6606,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
46,5878,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
46,6607,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
47,5879,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
47,6608,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
48,5880,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
48,6609,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
49,5881,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
49,6610,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
50,5882,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
50,6611,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
51,5883,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
51,6612,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
52,5884,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
52,6613,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
53,5885,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
53,6614,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
54,5886,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
54,6615,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
55,5887,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
55,6616,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
56,5888,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
56,6617,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
57,5889,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
57,6618,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
58,5890,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
58,6619,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
59,5891,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
59,6620,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
60,5892,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
60,6621,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
61,5893,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
61,6622,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
62,5894,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
62,6623,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
63,5895,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
63,6624,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
64,5896,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
64,6625,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
65,5897,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
65,6626,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
66,5898,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
66,6627,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
67,5899,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
67,6628,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
68,5900,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
68,6629,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
69,5901,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
69,6630,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
70,5902,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
70,6631,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
71,5903,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
71,6632,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
72,5904,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
72,6633,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
73,5905,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
73,6634,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
74,5906,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
74,6635,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
75,5907,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
75,6636,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
76,5908,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
76,6637,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
77,5909,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
77,6638,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
78,5910,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
78,6639,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
79,5911,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
79,6640,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
80,5912,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
80,6641,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
81,5913,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
81,6642,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
82,5914,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
82,6643,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
83,5915,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
83,6644,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
84,5916,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
84,6645,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
85,5917,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
85,6646,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
86,5918,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
86,6647,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
87,5919,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
87,6648,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
88,5920,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
88,6649,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
89,5921,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
89,6650,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
90,5922,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
90,6651,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
91,5923,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
91,6652,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
92,5924,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
92,6653,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
93,5925,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
93,6654,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
94,5926,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
94,6655,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
95,5927,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
95,6656,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
96,5928,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
96,6657,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
97,5929,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
97,6658,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
98,5930,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
98,6659,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
99,5931,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
99,6660,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
100,5932,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
100,6661,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
101,5933,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
101,6662,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
102,5934,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
102,6663,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
103,5935,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
103,6664,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
104,5936,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
104,6665,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
105,5937,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
105,6666,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
106,5938,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
106,6667,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
107,5939,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
107,6668,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
108,5940,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
108,6669,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
109,5941,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
109,6670,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
110,5942,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
110,6671,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
111,5943,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
111,6672,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
112,5944,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
112,6673,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
113,5945,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
113,6674,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
114,5946,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
114,6675,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
115,5947,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
115,6676,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
116,5948,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
116,6677,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
117,5949,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
117,6678,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
118,5950,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
118,6679,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
119,5951,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
119,6680,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
120,5952,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
120,6681,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
121,5953,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
121,6682,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
122,5954,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
122,6683,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
123,5955,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
123,6684,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
124,5956,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
124,6685,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
125,5957,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
125,6686,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
126,5958,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
126,6687,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
127,5959,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
127,6688,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
128,5960,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
128,6689,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
129,5961,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
129,6690,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
130,5962,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
130,6691,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
131,5963,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
131,6692,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
132,5964,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
132,6693,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
133,5965,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
133,6694,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
134,5966,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
134,6695,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
135,5967,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
135,6696,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
136,5968,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
136,6697,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
137,5969,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
137,6698,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
138,5970,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
138,6699,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
139,5971,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
139,6700,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
140,5972,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
140,6701,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
141,5973,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
141,6702,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
142,5974,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
142,6703,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
143,5975,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
143,6704,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
144,5976,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
144,6705,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
145,5977,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
145,6706,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
146,5978,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
146,6707,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
147,5979,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
147,6708,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
148,5980,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
148,6709,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
149,5981,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
149,6710,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
150,5982,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
150,6711,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
151,5983,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
151,6712,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
152,5984,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
152,6713,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
153,5985,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
153,6714,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
154,5986,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
154,6715,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
155,5987,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
155,6716,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
156,5988,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
156,6717,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
157,5989,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
157,6718,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
158,5990,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
158,6719,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
159,5991,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
159,6720,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
160,5992,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
160,6721,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
161,5993,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
161,6722,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
162,5994,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
162,6723,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
163,5995,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
163,6724,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
164,5996,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
164,6725,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
165,5997,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
165,6726,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
166,5998,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
166,6727,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
167,5999,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
167,6728,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
168,6000,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
168,6729,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
169,6001,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
169,6730,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
170,6002,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
170,6731,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
171,6003,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
171,6732,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
172,6004,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
172,6733,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
173,6005,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
173,6734,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
174,6006,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
174,6735,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
175,6007,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
175,6736,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
176,6008,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
176,6737,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
177,6009,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
177,6738,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
178,6010,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
178,6739,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
179,6011,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
179,6740,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
180,6012,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
180,6741,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
181,6013,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
181,6742,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
182,6014,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
182,6743,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
183,6015,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
183,6744,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
184,6016,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
184,6745,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
185,6017,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
185,6746,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
186,6018,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
186,6747,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
187,6019,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
187,6748,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
188,6020,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
188,6749,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
189,6021,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
189,6750,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
190,6022,0.0000000001,0.9114036367,0.9114036367,1.1169710017e+12
190,6751,0.0000000001,0.9114036367,-0.9114036367,1.1169710017e+12
