# #initialSiteID,finalSiteID,s_x[ang.],s_y[ang.],s_z[ang.],freq[Hz]
19,11,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
19,18,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
19,20,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
19,27,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
20,12,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
20,19,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
20,21,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
20,28,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
21,13,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
21,20,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
21,22,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
21,29,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
22,14,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
22,21,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
22,23,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
22,30,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
23,15,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
23,22,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
23,24,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
23,31,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
24,16,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
24,17,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
24,23,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
24,32,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
25,17,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
25,26,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
25,32,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
25,33,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
26,18,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
26,25,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
26,27,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
26,34,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
27,19,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
27,26,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
27,28,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
27,35,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
28,20,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
28,27,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
28,29,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
28,36,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
29,21,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
29,28,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
29,30,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
29,37,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
30,22,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
30,29,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
30,31,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
30,38,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
31,23,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
31,30,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
31,32,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
31,39,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
32,24,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
32,25,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
32,31,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
32,40,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
33,25,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
33,34,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
33,40,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
33,41,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
34,26,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
34,33,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
34,35,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
34,42,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
35,27,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
35,34,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
35,36,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
35,43,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
36,28,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
36,35,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
36,37,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
36,44,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
37,29,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
37,36,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
37,38,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
37,45,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
38,30,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
38,37,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
38,39,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
38,46,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
39,31,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
39,38,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
39,40,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
39,47,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
40,32,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
40,33,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
40,39,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
40,48,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
41,33,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
41,42,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
41,48,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
41,49,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
42,34,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
42,41,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
42,43,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
42,50,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
43,35,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
43,42,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
43,44,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
43,51,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
44,36,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
44,43,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
44,45,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
44,52,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
45,37,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
45,44,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
45,46,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
45,53,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
46,38,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
46,45,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
46,47,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
46,54,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
47,39,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
47,46,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
47,48,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
47,55,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
48,40,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
48,41,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
48,47,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
48,56,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
49,41,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
49,50,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
49,56,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
49,57,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
50,42,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
50,49,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
50,51,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
50,58,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
51,43,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
51,50,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
51,52,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
51,59,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
52,44,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
52,51,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
52,53,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
52,60,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
53,45,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
53,52,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
53,54,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
53,61,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
54,46,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
54,53,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
54,55,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
54,62,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
55,47,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
55,54,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
55,56,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
55,63,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
56,48,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
56,49,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
56,55,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
56,64,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
57,1,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
57,49,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
57,58,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
57,64,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
58,2,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
58,50,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
58,57,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
58,59,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
59,3,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
59,51,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
59,58,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
59,60,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
60,4,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
60,52,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
60,59,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
60,61,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
61,5,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
61,53,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
61,60,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
61,62,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
62,6,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
62,54,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
62,61,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
62,63,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
63,7,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
63,55,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
63,62,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
63,64,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
64,8,4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
64,56,-4.0000000000,0.0000000001,0.0000000001,9.1247676508e+07
64,57,0.0000000001,4.0000000000,0.0000000001,9.1247676508e+07
64,63,0.0000000001,-4.0000000000,0.0000000001,9.1247676508e+07
